Date,DAYOPEN,DAYHIGH,DAYLOW,LTP,VOLUME(QUANTITY MN),Dividends,Stock Splits,Symbol,PREVCLOSE,CHNG,%CHNG,TURNOVER(INR MN),52W HIGH,52W LOW
2017-12-20 00:00:00+05:30,2729.4769526524165,2746.8709804932287,2688.520572726332,2714.961181640625,261149,0.0,0.0,BAJAJ-AUTO,2730.258056640625,-15.296875,-0.5602721311560432,709.0093976242675,2730.258056640625,2066.9462890625
2017-12-21 00:00:00+05:30,2713.9743855886336,2730.422715198262,2695.881223018043,2705.2978515625,130594,0.0,0.0,BAJAJ-AUTO,2714.961181640625,-9.663330078125,-0.3559288487611282,353.2956676269531,2730.258056640625,2066.9462890625
2017-12-22 00:00:00+05:30,2695.058708672491,2761.7156021520664,2677.4179159638056,2737.783203125,307746,0.0,0.0,BAJAJ-AUTO,2705.2978515625,32.4853515625,1.2008049887644503,842.5418296289063,2737.783203125,2066.9462890625
2017-12-26 00:00:00+05:30,2755.095035126104,2783.8796101199587,2724.213258082787,2770.720947265625,301225,0.0,0.0,BAJAJ-AUTO,2737.783203125,32.937744140625,1.2030808028564397,834.6104173400879,2770.720947265625,2066.9462890625
2017-12-27 00:00:00+05:30,2783.8798416202567,2783.8798416202567,2730.422769329173,2746.08984375,206665,0.0,0.0,BAJAJ-AUTO,2770.720947265625,-24.631103515625,-0.8889781390627951,567.5206575585937,2770.720947265625,2094.6357421875
2017-12-28 00:00:00+05:30,2736.179641020694,2750.1195602610846,2697.5260662903147,2709.985595703125,251949,0.0,0.0,BAJAJ-AUTO,2746.08984375,-36.104248046875,-1.314751158963242,682.7781608518067,2770.720947265625,2094.6357421875
2017-12-29 00:00:00+05:30,2709.8623094811896,2747.6934676712153,2702.0493528984666,2741.607666015625,165478,0.0,0.0,BAJAJ-AUTO,2709.985595703125,31.6220703125,1.166872265396504,453.6757533569336,2770.720947265625,2094.6357421875
2018-01-01 00:00:00+05:30,2746.870935504864,2751.024178723085,2694.56516911348,2705.13330078125,174560,0.0,0.0,BAJAJ-AUTO,2741.607666015625,-36.474365234375,-1.3304006144461635,472.208068984375,2770.720947265625,2094.6357421875
2018-01-02 00:00:00+05:30,2721.3764184942665,2753.450664587127,2697.526338066242,2709.656982421875,297721,0.0,0.0,BAJAJ-AUTO,2705.13330078125,4.523681640625,0.1672258309532675,806.7217864636231,2770.720947265625,2094.6357421875
2018-01-03 00:00:00+05:30,2722.1987442733107,2722.363187424065,2657.680206941474,2665.4931640625,372267,0.0,0.0,BAJAJ-AUTO,2709.656982421875,-44.163818359375,-1.6298674941468658,992.2751437060548,2770.720947265625,2094.6357421875
2018-01-04 00:00:00+05:30,2667.9191712747715,2692.797270821955,2647.35875842586,2684.737548828125,256909,0.0,0.0,BAJAJ-AUTO,2665.4931640625,19.244384765625,0.7219821466844235,689.7332389318848,2770.720947265625,2094.6357421875
2018-01-05 00:00:00+05:30,2683.5450337219763,2709.039945167083,2667.9602812375883,2697.40283203125,113508,0.0,0.0,BAJAJ-AUTO,2684.737548828125,12.665283203125,0.4717512595841383,306.17680065820315,2770.720947265625,2111.322265625
2018-01-08 00:00:00+05:30,2701.7204360562337,2711.260346672894,2685.3953887513235,2694.03076171875,120330,0.0,0.0,BAJAJ-AUTO,2697.40283203125,-3.3720703125,-0.1250117436097113,324.1727215576172,2770.720947265625,2163.637451171875
2018-01-09 00:00:00+05:30,2694.2365942823144,2701.227134896295,2657.269010839558,2667.508056640625,324363,0.0,0.0,BAJAJ-AUTO,2694.03076171875,-26.522705078125,-0.9844989691655904,865.2409157761231,2770.720947265625,2172.665771484375
2018-01-10 00:00:00+05:30,2654.9658221382892,2664.6292151252405,2631.897001276218,2637.818359375,296961,0.0,0.0,BAJAJ-AUTO,2667.508056640625,-29.689697265625,-1.113012468386516,783.3291778183594,2770.720947265625,2172.665771484375
2018-01-11 00:00:00+05:30,2639.9566358714405,2648.427564922409,2615.4074260929274,2626.304443359375,324132,0.0,0.0,BAJAJ-AUTO,2637.818359375,-11.513916015625,-0.4364938918066021,851.269311834961,2770.720947265625,2172.665771484375
