Date,DAYOPEN,DAYHIGH,DAYLOW,LTP,VOLUME(QUANTITY MN),Dividends,Stock Splits,Symbol,PREVCLOSE,CHNG,%CHNG,TURNOVER(INR MN),52W HIGH,52W LOW,open,high,low,close,volume,aroon_up,aroon_down,aroon_indicator,bb_bbm,bb_bbh,bb_bbl,bb_bbw,bb_bbp,bb_bbhi,bb_bbli,coppock_curve,ema_9,ema_12,ema_21,ema_26,ema_50,ema_200,macd,macd_signal,macd_diff,psar,psar_up,psar_down,psar_up_indicator,psar_down_indicator,macd_buy,macd_sell,aroon_buy,aroon_sell,psar_buy,psar_sell,ema_buy,ema_sell
2015-06-09 00:00:00+05:30,427.852329030602,428.9814419364496,404.18007321264616,420.8830261230469,3680213,0.0,0.0,TECHM,428.70892333984375,-7.825897216796875,-1.8254570387360871,1548.9391842173768,428.70892333984375,420.8830261230469,427.852329030602,428.9814419364496,404.18007321264616,420.8830261230469,3680213,,,,,,,,,0.0,0.0,,,,,,,,,,,420.8830261230469,,,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-10 00:00:00+05:30,420.8830758164618,435.13313159760594,420.8830758164618,433.1864013671875,2135795,0.0,0.0,TECHM,420.8830261230469,12.303375244140623,2.923229135057512,925.1973501080322,433.1864013671875,420.8830261230469,420.8830758164618,435.13313159760594,420.8830758164618,433.1864013671875,2135795,,,,,,,,,0.0,0.0,,,,,,,,,,,433.1864013671875,,,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-11 00:00:00+05:30,432.40767194777465,439.4159001723013,430.1494935919808,434.15972900390625,2140594,0.0,0.0,TECHM,433.1864013671875,0.97332763671875,0.2246902565839585,929.3597109473876,434.15972900390625,420.8830261230469,432.40767194777465,439.4159001723013,430.1494935919808,434.15972900390625,2140594,,,,,,,,,0.0,0.0,,,,,,,,,,,428.9814419364496,,428.9814419364496,0.0,1.0,0,0,0,0,1,0,0,0
2015-06-12 00:00:00+05:30,429.8379390184148,434.8994364887403,423.141207530248,429.40966796875,1974142,0.0,0.0,TECHM,434.15972900390625,-4.75006103515625,-1.0940814446458051,847.7156607431641,434.15972900390625,420.8830261230469,429.8379390184148,434.8994364887403,423.141207530248,429.40966796875,1974142,,,,,,,,,0.0,0.0,,,,,,,,,,,430.1494935919808,430.1494935919808,,1.0,0.0,0,0,0,0,0,1,0,0
2015-06-15 00:00:00+05:30,429.05929454572293,436.8462145919248,425.165834522622,431.4342956542969,1749558,0.0,0.0,TECHM,429.40966796875,2.024627685546875,0.471490941301819,754.8193234363404,434.15972900390625,420.8830261230469,429.05929454572293,436.8462145919248,425.165834522622,431.4342956542969,1749558,,,,,,,,,0.0,0.0,,,,,,,,,,,434.8994364887403,,434.8994364887403,0.0,1.0,0,0,0,0,1,0,0,0
2015-06-16 00:00:00+05:30,432.1740147739496,432.1740147739496,425.438310667791,429.40966796875,1591051,0.0,0.0,TECHM,431.4342956542969,-2.024627685546875,-0.4692783364559373,683.2126816313477,434.15972900390625,420.8830261230469,432.1740147739496,432.1740147739496,425.438310667791,429.40966796875,1591051,,,,,,,,,0.0,0.0,,,,,,,,,,,436.8462145919248,,434.7047644494179,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-17 00:00:00+05:30,431.00606594841946,433.2642919897193,425.3216232743111,427.6187744140625,1913683,0.0,0.0,TECHM,429.40966796875,-1.7908935546875,-0.4170594395694489,818.3267790770263,434.15972900390625,420.8830261230469,431.00606594841946,433.2642919897193,425.3216232743111,427.6187744140625,1913683,,,,,,,,,0.0,0.0,,,,,,,,,,,434.513985850882,,434.513985850882,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-18 00:00:00+05:30,426.1002832276619,428.0080881838728,420.5715413642019,421.4281311035156,3012586,0.0,0.0,TECHM,427.6187744140625,-6.190643310546875,-1.4477014763978735,1269.5884877686158,434.15972900390625,420.8830261230469,426.1002832276619,428.0080881838728,420.5715413642019,421.4281311035156,3012586,,,,,,,,,0.0,0.0,,,,,,,,,,,434.3270228243168,,434.3270228243168,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-19 00:00:00+05:30,424.3482248708303,428.7478062575965,422.0899990067634,423.7252807617187,2307788,0.0,0.0,TECHM,421.4281311035156,2.297149658203125,0.5450869291017677,977.8681182385254,434.15972900390625,420.8830261230469,424.3482248708303,428.7478062575965,422.0899990067634,423.7252807617187,2307788,,,,,,,,,0.0,0.0,,425.9092823139063,,,,,,,,,433.77680356591225,,433.77680356591225,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-22 00:00:00+05:30,424.38709558883346,430.2272849776706,422.8686368422192,429.40966796875,1939726,0.0,0.0,TECHM,423.7252807617187,5.68438720703125,1.3415265657061082,832.9370976103515,434.15972900390625,420.8830261230469,424.38709558883346,430.2272849776706,422.8686368422192,429.40966796875,1939726,,,,,,,,,0.0,0.0,,426.60935944487505,,,,,,,,,433.24859307784385,,433.24859307784385,0.0,0.0,0,0,0,0,0,0,0,0
