Symbol,Total_Records,Latest_Close,Latest_MACD,Latest_BB_Position,Latest_Aroon_Up,Latest_PSAR,EMA_12,EMA_26
TCS,2465,3410.39990234375,-3.5240190451909257,0.0457390650119454,7.142857142857142,3599.3373818233654,3479.223554973216,3482.747574018407
TECHM,2465,1544.699951171875,24.3768815121482,0.315359780560897,7.142857142857142,1601.1797263607075,1569.5943873272015,1545.2175058150533
TITAN,2465,3523.60009765625,54.49049712974784,0.3997619588044825,7.142857142857142,3655.0763179687497,3552.3678779636393,3497.8773808338915
TORNTPHARM,2465,3134.5,-24.228855380767527,0.1447080713712311,35.714285714285715,3313.4098771332,3181.733880565956,3205.9627359467236
TRENT,2465,5611.5,96.50553443861918,0.7449791077020194,85.71428571428571,5262.266704801576,5544.117070493552,5447.611536054933
TVSMOTOR,2465,2751.800048828125,32.92317416510605,0.395639664718372,21.428571428571427,2875.76390625,2775.4342539192517,2742.5110797541456
ULTRACEMCO,2465,11026.0,-118.97908272830682,-0.0244068862575399,21.428571428571427,11787.951071513602,11392.22204735056,11511.201130078864
UNITDSPR,247,1583.699951171875,10.32085973910307,0.9277268780248086,100.0,1498.5,1548.283474479229,1537.962614740126
VBL,2116,473.2999877929687,-11.45374981764394,0.1737075303456954,7.142857142857142,486.5854083055988,484.467900896789,495.921650714433
VEDL,2465,433.5,4.361318706111206,0.4538217074523275,78.57142857142857,456.86799987792966,438.0663293294034,433.7050106232922
WIPRO,2465,246.27999877929688,-0.6090736121524287,0.3185856042474825,7.142857142857142,257.705202331543,248.47911650242767,249.0881901145801
ZYDUSLIFE,2465,927.2000122070312,11.8614682552967,0.8237437476304847,92.85714285714286,911.8068401036618,916.1500017152234,904.2885334599268
