Date,DAYOPEN,DAYHIGH,DAYLOW,LTP,VOLUME(QUANTITY MN),Dividends,Stock Splits,Symbol,PREVCLOSE,CHNG,%CHNG,TURNOVER(INR MN),52W HIGH,52W LOW,open,high,low,close,volume,aroon_up,aroon_down,aroon_indicator,bb_bbm,bb_bbh,bb_bbl,bb_bbw,bb_bbp,bb_bbhi,bb_bbli,coppock_curve,ema_9,ema_12,ema_21,ema_26,ema_50,ema_200,macd,macd_signal,macd_diff,psar,psar_up,psar_down,psar_up_indicator,psar_down_indicator,macd_buy,macd_sell,aroon_buy,aroon_sell,psar_buy,psar_sell,ema_buy,ema_sell
2015-06-09 00:00:00+05:30,2707.195971243296,2740.9034984555033,2685.815815293706,2706.570068359375,147353,0.0,0.0,ULTRACEMCO,2706.088623046875,0.4814453125,0.0177911879307901,398.82121928295896,2706.570068359375,2706.088623046875,2707.195971243296,2740.9034984555033,2685.815815293706,2706.570068359375,147353,,,,,,,,,0.0,0.0,,,,,,,,,,,2706.570068359375,,,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-10 00:00:00+05:30,2730.309878522076,2739.892400559248,2696.602349157606,2700.984375,172608,0.0,0.0,ULTRACEMCO,2706.570068359375,-5.585693359375,-0.206375346593589,466.211511,2706.570068359375,2700.984375,2730.309878522076,2739.892400559248,2696.602349157606,2700.984375,172608,,,,,,,,,0.0,0.0,,,,,,,,,,,2700.984375,,,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-11 00:00:00+05:30,2702.380969456056,2723.5203601643116,2591.0497135852393,2601.88427734375,264043,0.0,0.0,ULTRACEMCO,2700.984375,-99.10009765625,-3.669036317777662,687.0093302426758,2706.570068359375,2601.88427734375,2702.380969456056,2723.5203601643116,2591.0497135852393,2601.88427734375,264043,,,,,,,,,0.0,0.0,,,,,,,,,,,2739.892400559248,,2740.9034984555033,0.0,1.0,0,0,0,0,1,0,0,0
2015-06-12 00:00:00+05:30,2605.110506387717,2665.398924910894,2581.033699489494,2647.004150390625,178572,0.0,0.0,ULTRACEMCO,2601.88427734375,45.119873046875,1.7341229754052567,472.6808251435546,2706.570068359375,2601.88427734375,2605.110506387717,2665.398924910894,2581.033699489494,2647.004150390625,178572,,,,,,,,,0.0,0.0,,,,,,,,,,,2737.906422758098,,2737.906422758098,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-15 00:00:00+05:30,2648.4486740457032,2649.7968811388296,2604.147350770757,2610.6962890625,137756,0.0,0.0,ULTRACEMCO,2647.004150390625,-36.307861328125,-1.371658647485194,359.63907799609376,2706.570068359375,2601.88427734375,2648.4486740457032,2649.7968811388296,2604.147350770757,2610.6962890625,137756,,,,,,,,,0.0,0.0,,,,,,,,,,,2731.631513827354,,2731.631513827354,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-16 00:00:00+05:30,2613.778106214136,2649.411779732899,2591.627444297067,2643.392578125,94874,0.0,0.0,ULTRACEMCO,2610.6962890625,32.6962890625,1.2523972703941455,250.78922745703125,2706.570068359375,2601.88427734375,2613.778106214136,2649.411779732899,2591.627444297067,2643.392578125,94874,,,,,,,,,0.0,0.0,,,,,,,,,,,2725.6076012538397,,2725.6076012538397,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-17 00:00:00+05:30,2646.137684756496,2718.368111056898,2635.062352723768,2693.280029296875,259492,0.0,0.0,ULTRACEMCO,2643.392578125,49.887451171875,1.8872509359643037,698.8846213623046,2706.570068359375,2601.88427734375,2646.137684756496,2718.368111056898,2635.062352723768,2693.280029296875,259492,,,,,,,,,0.0,0.0,,,,,,,,,,,2719.824645183266,,2719.824645183266,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-18 00:00:00+05:30,2669.683834148888,2723.5676665234582,2661.064386613993,2695.349609375,233429,0.0,0.0,ULTRACEMCO,2693.280029296875,2.069580078125,0.0768423652799778,629.1727639667969,2706.570068359375,2601.88427734375,2669.683834148888,2723.5676665234582,2661.064386613993,2695.349609375,233429,,,,,,,,,0.0,0.0,,,,,,,,,,,2581.033699489494,2581.033699489494,,1.0,0.0,0,0,0,0,0,1,0,0
2015-06-19 00:00:00+05:30,2697.5651120063444,2712.9742665197687,2689.090029998953,2699.25048828125,252628,0.0,0.0,ULTRACEMCO,2695.349609375,3.90087890625,0.1447262682615239,681.9062523535156,2706.570068359375,2601.88427734375,2697.5651120063444,2712.9742665197687,2689.090029998953,2699.25048828125,252628,,,,,,,,,0.0,0.0,,2677.6598555462506,,,,,,,,,2583.8843788301733,2583.8843788301733,,0.0,0.0,0,0,0,0,0,0,0,0
2015-06-22 00:00:00+05:30,2703.6322864388435,2739.4585206471224,2690.534412153012,2700.4541015625,130727,0.0,0.0,ULTRACEMCO,2699.25048828125,1.20361328125,0.0445906479030185,353.02226333496094,2706.570068359375,2601.88427734375,2703.6322864388435,2739.4585206471224,2690.534412153012,2700.4541015625,130727,,,,,,,,,0.0,0.0,,2682.2187047495004,,,,,,,,,2586.678044584039,2586.678044584039,,0.0,0.0,0,0,0,0,0,0,0,0
